system_id,model_id,judge_id,split_group,scenario_type,coverage_requested,coverage_achieved,false_accept_rate,accepted_count,false_accept_count,bad_count_total,mean_error_accepted,mean_error_rejected,threshold,is_real_judge,is_oracle,is_calibrated
cstr,linear_narx,support_only,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.6,0.6,0.7166666666666667,60,43,66,0.15612076122338542,0.14275194157017407,0.15,True,False,False
cstr,linear_narx,support_only,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.8,0.8,0.725,80,58,66,0.15742243230459918,0.12417643759210777,0.15,True,False,False
cstr,linear_narx,support_only,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,1.0,1.0,0.66,100,66,66,0.15077323336210088,0.0,0.15,True,False,False
cstr,linear_narx,uncertainty_only,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.05,0.05,0.4,5,2,66,0.14545890241494458,0.15105293499089864,0.15,True,False,False
cstr,linear_narx,uncertainty_only,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.1,0.1,0.7,10,7,66,0.164492369354759,0.1492488849184722,0.15,True,False,False
cstr,linear_narx,uncertainty_only,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.2,0.2,0.65,20,13,66,0.14876780332210648,0.1512745908720995,0.15,True,False,False
cstr,linear_narx,uncertainty_only,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.4,0.4,0.675,40,27,66,0.1532292590787688,0.14913588288432233,0.15,True,False,False
cstr,linear_narx,uncertainty_only,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.6,0.6,0.6833333333333333,60,41,66,0.15207933784716648,0.14881407663450247,0.15,True,False,False
cstr,linear_narx,uncertainty_only,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.8,0.8,0.6875,80,55,66,0.15309211529359673,0.14149770563611758,0.15,True,False,False
cstr,linear_narx,uncertainty_only,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,1.0,1.0,0.66,100,66,66,0.1507732333621009,0.0,0.15,True,False,False
cstr,linear_narx,disagreement_only,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.05,0.05,0.2,5,1,66,0.10731762329410174,0.15306037073410086,0.15,True,False,False
cstr,linear_narx,disagreement_only,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.1,0.1,0.3,10,3,66,0.11680097588434557,0.15454792863740707,0.15,True,False,False
cstr,linear_narx,disagreement_only,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.2,0.2,0.35,20,7,66,0.12631984350670497,0.1568865808259499,0.15,True,False,False
