selection_mode,seed,system_id,badness_target,coverage,selected_judge_id,selection_metric,selection_far,selection_accepted_error,coverage_achieved,tie_breaker_used,source_split,uses_test_labels
per_system_target_calibration_selected_baseline,5,cstr,bad_rmse_or_event,0.05,conformal_risk_threshold,false_accept_rate,0.0,0.0,0.05,True,calibration,False
per_system_target_calibration_selected_baseline,5,cstr,bad_rmse_or_event,0.1,learned_error_classifier,false_accept_rate,0.0,0.0,0.1,False,calibration,False
per_system_target_calibration_selected_baseline,5,heat_exchanger,bad_event,0.05,conformal_risk_threshold,false_accept_rate,0.0,0.0,0.05,True,calibration,False
per_system_target_calibration_selected_baseline,5,heat_exchanger,bad_event,0.1,conformal_risk_threshold,false_accept_rate,0.0,0.0,0.1,True,calibration,False
per_system_target_calibration_selected_baseline,5,heat_exchanger,bad_rmse,0.05,conformal_risk_threshold,false_accept_rate,0.0,0.012344645302087837,0.05,True,calibration,False
per_system_target_calibration_selected_baseline,5,heat_exchanger,bad_rmse,0.1,conformal_risk_threshold,false_accept_rate,0.005952380952380952,0.021498947022681264,0.1,True,calibration,False
per_system_target_calibration_selected_baseline,5,heat_exchanger,bad_rmse_or_event,0.05,conformal_risk_threshold,false_accept_rate,0.0,0.0,0.05,True,calibration,False
per_system_target_calibration_selected_baseline,5,heat_exchanger,bad_rmse_or_event,0.1,conformal_risk_threshold,false_accept_rate,0.005952380952380952,0.005952380952380952,0.1,True,calibration,False
per_system_target_calibration_selected_baseline,5,two_tank,bad_event,0.05,conformal_risk_threshold,false_accept_rate,0.0,0.0,0.05,True,calibration,False
per_system_target_calibration_selected_baseline,5,two_tank,bad_event,0.1,conformal_risk_threshold,false_accept_rate,0.0,0.0,0.1,True,calibration,False
per_system_target_calibration_selected_baseline,5,two_tank,bad_rmse,0.05,learned_error_classifier,false_accept_rate,0.0,0.13928972158796674,0.05,False,calibration,False
per_system_target_calibration_selected_baseline,5,two_tank,bad_rmse,0.1,learned_error_classifier,false_accept_rate,0.008333333333333333,0.09713643763234879,0.1,False,calibration,False
per_system_target_calibration_selected_baseline,5,two_tank,bad_rmse_or_event,0.05,learned_error_classifier,false_accept_rate,0.0,0.0,0.05,False,calibration,False
per_system_target_calibration_selected_baseline,5,two_tank,bad_rmse_or_event,0.1,learned_error_classifier,false_accept_rate,0.008333333333333333,0.008333333333333333,0.1,False,calibration,False
per_system_target_calibration_selected_baseline,6,cstr,bad_event,0.05,conformal_risk_threshold,false_accept_rate,0.0,0.0,0.05,True,calibration,False
per_system_target_calibration_selected_baseline,6,cstr,bad_event,0.1,conformal_risk_threshold,false_accept_rate,0.0,0.0,0.1,True,calibration,False
per_system_target_calibration_selected_baseline,6,cstr,bad_rmse,0.05,conformal_risk_threshold,false_accept_rate,0.0,0.014906572797653908,0.05,True,calibration,False
per_system_target_calibration_selected_baseline,6,cstr,bad_rmse,0.1,conformal_risk_threshold,false_accept_rate,0.0,0.021867418476352124,0.1,True,calibration,False
per_system_target_calibration_selected_baseline,6,cstr,bad_rmse_or_event,0.05,conformal_risk_threshold,false_accept_rate,0.0,0.0,0.05,True,calibration,False
per_system_target_calibration_selected_baseline,6,cstr,bad_rmse_or_event,0.1,conformal_risk_threshold,false_accept_rate,0.0,0.0,0.1,True,calibration,False
per_system_target_calibration_selected_baseline,6,heat_exchanger,bad_event,0.05,conformal_risk_threshold,false_accept_rate,0.0,0.0,0.05,True,calibration,False
per_system_target_calibration_selected_baseline,6,heat_exchanger,bad_event,0.1,conformal_risk_threshold,false_accept_rate,0.0,0.0,0.1,True,calibration,False
per_system_target_calibration_selected_baseline,6,heat_exchanger,bad_rmse,0.05,conformal_risk_threshold,false_accept_rate,0.0,0.01045084369704927,0.05,True,calibration,False
per_system_target_calibration_selected_baseline,6,heat_exchanger,bad_rmse,0.1,conformal_risk_threshold,false_accept_rate,0.0,0.016642841117783247,0.1,True,calibration,False
per_system_target_calibration_selected_baseline,6,heat_exchanger,bad_rmse_or_event,0.05,conformal_risk_threshold,false_accept_rate,0.0,0.0,0.05,True,calibration,False
per_system_target_calibration_selected_baseline,6,heat_exchanger,bad_rmse_or_event,0.1,conformal_risk_threshold,false_accept_rate,0.0,0.0,0.1,True,calibration,False
per_system_target_calibration_selected_baseline,6,two_tank,bad_event,0.05,conformal_risk_threshold,false_accept_rate,0.0,0.0,0.05,True,calibration,False
per_system_target_calibration_selected_baseline,6,two_tank,bad_event,0.1,conformal_risk_threshold,false_accept_rate,0.0,0.0,0.1,True,calibration,False
per_system_target_calibration_selected_baseline,6,two_tank,bad_rmse,0.05,learned_error_classifier,false_accept_rate,0.0,0.13109274130105866,0.05,False,calibration,False
per_system_target_calibration_selected_baseline,6,two_tank,bad_rmse,0.1,learned_error_classifier,false_accept_rate,0.0,0.12145279562265282,0.1,False,calibration,False
per_system_target_calibration_selected_baseline,6,two_tank,bad_rmse_or_event,0.05,learned_error_classifier,false_accept_rate,0.0,0.0,0.05,False,calibration,False
per_system_target_calibration_selected_baseline,6,two_tank,bad_rmse_or_event,0.1,learned_error_classifier,false_accept_rate,0.0,0.0,0.1,False,calibration,False
per_system_target_calibration_selected_baseline,7,cstr,bad_event,0.05,conformal_risk_threshold,false_accept_rate,0.0,0.0,0.05,True,calibration,False
per_system_target_calibration_selected_baseline,7,cstr,bad_event,0.1,conformal_risk_threshold,false_accept_rate,0.0,0.0,0.1,True,calibration,False
per_system_target_calibration_selected_baseline,7,cstr,bad_rmse,0.05,conformal_risk_threshold,false_accept_rate,0.0,0.016287399842093354,0.05,True,calibration,False
per_system_target_calibration_selected_baseline,7,cstr,bad_rmse,0.1,conformal_risk_threshold,false_accept_rate,0.0,0.022241572797989766,0.1,True,calibration,False
per_system_target_calibration_selected_baseline,7,cstr,bad_rmse_or_event,0.05,conformal_risk_threshold,false_accept_rate,0.0,0.0,0.05,True,calibration,False
per_system_target_calibration_selected_baseline,7,cstr,bad_rmse_or_event,0.1,conformal_risk_threshold,false_accept_rate,0.0,0.0,0.1,True,calibration,False
per_system_target_calibration_selected_baseline,7,heat_exchanger,bad_event,0.05,conformal_risk_threshold,false_accept_rate,0.0,0.0,0.05,True,calibration,False
per_system_target_calibration_selected_baseline,7,heat_exchanger,bad_event,0.1,conformal_risk_threshold,false_accept_rate,0.0,0.0,0.1,True,calibration,False
per_system_target_calibration_selected_baseline,7,heat_exchanger,bad_rmse,0.05,conformal_risk_threshold,false_accept_rate,0.0,0.009839428035850547,0.05,True,calibration,False
per_system_target_calibration_selected_baseline,7,heat_exchanger,bad_rmse,0.1,conformal_risk_threshold,false_accept_rate,0.0,0.014848172975156332,0.1,True,calibration,False
per_system_target_calibration_selected_baseline,7,heat_exchanger,bad_rmse_or_event,0.05,conformal_risk_threshold,false_accept_rate,0.0,0.0,0.05,True,calibration,False
per_system_target_calibration_selected_baseline,7,heat_exchanger,bad_rmse_or_event,0.1,conformal_risk_threshold,false_accept_rate,0.0,0.0,0.1,True,calibration,False
per_system_target_calibration_selected_baseline,7,two_tank,bad_event,0.05,conformal_risk_threshold,false_accept_rate,0.0,0.0,0.05,True,calibration,False
per_system_target_calibration_selected_baseline,7,two_tank,bad_event,0.1,conformal_risk_threshold,false_accept_rate,0.0,0.0,0.1,True,calibration,False
