system_id,seed,model_id,badness_target,bad_threshold,coverage,primary_calibrated_far,oracle_far,oracle_gap
two_tank,0,mlp_state_space,bad_rmse,0.5,0.2,0.0,0.0,0.0
two_tank,0,mlp_state_space,bad_rmse,0.5,0.4,0.0,0.0,0.0
two_tank,0,mlp_state_space,bad_rmse,0.5,0.6,0.0,0.0,0.0
two_tank,0,mlp_state_space,bad_rmse,0.5,0.8,0.0,0.0,0.0
two_tank,0,mlp_state_space,bad_rmse,0.5,1.0,0.02,0.02,0.0
two_tank,0,ensemble_mlp,bad_rmse,0.5,0.01,0.0,0.0,0.0
two_tank,0,ensemble_mlp,bad_rmse,0.5,0.02,0.0,0.0,0.0
two_tank,0,ensemble_mlp,bad_rmse,0.5,0.05,0.0,0.0,0.0
two_tank,0,ensemble_mlp,bad_rmse,0.5,0.1,0.0,0.0,0.0
two_tank,0,ensemble_mlp,bad_rmse,0.5,0.2,0.0,0.0,0.0
two_tank,0,ensemble_mlp,bad_rmse,0.5,0.4,0.0,0.0,0.0
two_tank,0,ensemble_mlp,bad_rmse,0.5,0.6,0.03333333333333333,0.0,0.03333333333333333
two_tank,0,ensemble_mlp,bad_rmse,0.5,0.8,0.025,0.0,0.025
two_tank,0,ensemble_mlp,bad_rmse,0.5,1.0,0.02,0.02,0.0
two_tank,0,gradient_boosted_narx,bad_rmse,0.5,0.01,0.0,0.0,0.0
two_tank,0,gradient_boosted_narx,bad_rmse,0.5,0.02,0.0,0.0,0.0
two_tank,0,gradient_boosted_narx,bad_rmse,0.5,0.05,0.0,0.0,0.0
two_tank,0,gradient_boosted_narx,bad_rmse,0.5,0.1,0.0,0.0,0.0
two_tank,0,gradient_boosted_narx,bad_rmse,0.5,0.2,0.0,0.0,0.0
two_tank,0,gradient_boosted_narx,bad_rmse,0.5,0.4,0.0,0.0,0.0
two_tank,0,gradient_boosted_narx,bad_rmse,0.5,0.6,0.0,0.0,0.0
two_tank,0,gradient_boosted_narx,bad_rmse,0.5,0.8,0.0,0.0,0.0
two_tank,0,gradient_boosted_narx,bad_rmse,0.5,1.0,0.0,0.0,0.0
two_tank,0,hold_last,bad_event,0.5,0.01,0.0,0.0,0.0
two_tank,0,hold_last,bad_event,0.5,0.02,0.0,0.0,0.0
two_tank,0,hold_last,bad_event,0.5,0.05,0.0,0.0,0.0
two_tank,0,hold_last,bad_event,0.5,0.1,0.0,0.0,0.0
two_tank,0,hold_last,bad_event,0.5,0.2,0.0,0.0,0.0
two_tank,0,hold_last,bad_event,0.5,0.4,0.0,0.0,0.0
two_tank,0,hold_last,bad_event,0.5,0.6,0.0,0.0,0.0
two_tank,0,hold_last,bad_event,0.5,0.8,0.0,0.0,0.0
two_tank,0,hold_last,bad_event,0.5,1.0,0.0,0.0,0.0
two_tank,0,linear_narx,bad_event,0.5,0.01,0.0,0.0,0.0
two_tank,0,linear_narx,bad_event,0.5,0.02,0.0,0.0,0.0
two_tank,0,linear_narx,bad_event,0.5,0.05,0.0,0.0,0.0
two_tank,0,linear_narx,bad_event,0.5,0.1,0.0,0.0,0.0
two_tank,0,linear_narx,bad_event,0.5,0.2,0.0,0.0,0.0
two_tank,0,linear_narx,bad_event,0.5,0.4,0.0,0.0,0.0
two_tank,0,linear_narx,bad_event,0.5,0.6,0.0,0.0,0.0
two_tank,0,linear_narx,bad_event,0.5,0.8,0.0,0.0,0.0
two_tank,0,linear_narx,bad_event,0.5,1.0,0.0,0.0,0.0
two_tank,0,mlp_state_space,bad_event,0.5,0.01,0.0,0.0,0.0
