seed,system_id,model_id,judge_id,split_group,scenario_type,coverage_requested,coverage_achieved,false_accept_rate,accepted_count,false_accept_count,bad_count_total,mean_error_accepted,mean_error_rejected,threshold,is_real_judge,is_oracle,is_calibrated
0,cstr,hold_last,calibration_selected_candidate_ranker,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.1,0.1,1.0,10,10,100,4.953495119918356,5.746301069787864,0.15,True,False,True
0,cstr,hold_last,calibration_selected_candidate_ranker,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.2,0.2,1.0,20,20,100,5.027609874099676,5.826873124976222,0.15,True,False,True
0,cstr,hold_last,calibration_selected_candidate_ranker,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.4,0.4,1.0,40,40,100,5.184951304714373,5.988399921525273,0.15,True,False,True
0,cstr,hold_last,calibration_selected_candidate_ranker,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.6,0.6,1.0,60,60,100,5.339781322207851,6.157879203690508,0.15,True,False,True
0,cstr,hold_last,calibration_selected_candidate_ranker,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.8,0.8,1.0,80,80,100,5.493589303794925,6.360745158824864,0.15,True,False,True
0,cstr,hold_last,calibration_selected_candidate_ranker,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,1.0,1.0,1.0,100,100,100,5.667020474800913,0.0,0.15,True,False,True
0,cstr,hold_last,random_baseline,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.05,0.05,1.0,5,5,100,5.7655781962685015,5.661833226302617,0.15,True,False,False
0,cstr,hold_last,random_baseline,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.1,0.1,1.0,10,10,100,5.659540100692736,5.6678516274796005,0.15,True,False,False
0,cstr,hold_last,random_baseline,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.2,0.2,1.0,20,20,100,5.737160735940703,5.6494854095159655,0.15,True,False,False
0,cstr,hold_last,random_baseline,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.4,0.4,1.0,40,40,100,5.64237423766714,5.683451299556762,0.15,True,False,False
0,cstr,hold_last,random_baseline,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.6,0.6,1.0,60,60,100,5.583018447496388,5.7930235157577,0.15,True,False,False
0,cstr,hold_last,random_baseline,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.8,0.8,1.0,80,80,100,5.637719184450494,5.78422563620259,0.15,True,False,False
0,cstr,hold_last,random_baseline,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,1.0,1.0,1.0,100,100,100,5.667020474800912,0.0,0.15,True,False,False
0,cstr,hold_last,oracle_error_rank,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.05,0.05,1.0,5,5,100,4.8208891213838685,5.711553703928126,0.15,False,True,False
0,cstr,hold_last,oracle_error_rank,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.1,0.1,1.0,10,10,100,4.897315597192036,5.752543238979677,0.15,False,True,False
0,cstr,hold_last,oracle_error_rank,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.2,0.2,1.0,20,20,100,5.002975817164505,5.833031639210015,0.15,False,True,False
0,cstr,hold_last,oracle_error_rank,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.4,0.4,1.0,40,40,100,5.167449131780452,6.000068036814552,0.15,False,True,False
0,cstr,hold_last,oracle_error_rank,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.6,0.6,1.0,60,60,100,5.331559640905676,6.170211725643772,0.15,False,True,False
0,cstr,hold_last,oracle_error_rank,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.8,0.8,1.0,80,80,100,5.489864494870868,6.375644394521094,0.15,False,True,False
0,cstr,hold_last,oracle_error_rank,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,1.0,1.0,1.0,100,100,100,5.667020474800913,0.0,0.15,False,True,False
0,cstr,linear_narx,support_only,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.05,0.05,0.8,5,4,71,0.1661704123429523,0.1561327083549762,0.15,True,False,False
0,cstr,linear_narx,support_only,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.1,0.1,0.8,10,8,71,0.1599216977705981,0.1562693597525724,0.15,True,False,False
0,cstr,linear_narx,support_only,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.2,0.2,0.8,20,16,71,0.1620094113432086,0.1552908891071665,0.15,True,False,False
0,cstr,linear_narx,support_only,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.4,0.4,0.825,40,33,71,0.1658982365812872,0.1504588315364335,0.15,True,False,False
0,cstr,linear_narx,support_only,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.6,0.6,0.7166666666666667,60,43,71,0.1561013277210002,0.1574344923044372,0.15,True,False,False
0,cstr,linear_narx,support_only,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.8,0.8,0.75,80,60,71,0.1590927430625773,0.1468019955215654,0.15,True,False,False
0,cstr,linear_narx,support_only,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,1.0,1.0,0.71,100,71,71,0.1566345935543749,0.0,0.15,True,False,False
0,cstr,linear_narx,uncertainty_only,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.05,0.05,0.8,5,4,71,0.1688974792512972,0.1559891785176948,0.15,True,False,False
0,cstr,linear_narx,uncertainty_only,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.1,0.1,0.6,10,6,71,0.1420960799473617,0.1582499839551542,0.15,True,False,False
0,cstr,linear_narx,uncertainty_only,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.2,0.2,0.6,20,12,71,0.1505844410729875,0.1581471316747218,0.15,True,False,False
0,cstr,linear_narx,uncertainty_only,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.4,0.4,0.625,40,25,71,0.1515723066575844,0.1600094514855686,0.15,True,False,False
0,cstr,linear_narx,uncertainty_only,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.6,0.6,0.6666666666666666,60,40,71,0.1553181425222536,0.1586092701025569,0.15,True,False,False
0,cstr,linear_narx,uncertainty_only,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.8,0.8,0.7,80,56,71,0.1563160710856232,0.1579086834293818,0.15,True,False,False
0,cstr,linear_narx,uncertainty_only,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,1.0,1.0,0.71,100,71,71,0.1566345935543749,0.0,0.15,True,False,False
0,cstr,linear_narx,disagreement_only,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.05,0.05,0.2,5,1,71,0.1147073997826217,0.1588412879634146,0.15,True,False,False
0,cstr,linear_narx,disagreement_only,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.1,0.1,0.3,10,3,71,0.1254038503647672,0.160104676130998,0.15,True,False,False
0,cstr,linear_narx,disagreement_only,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.2,0.2,0.4,20,8,71,0.1253833333632902,0.1644474086021461,0.15,True,False,False
0,cstr,linear_narx,disagreement_only,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.4,0.4,0.55,40,22,71,0.138610531734503,0.1686506347676229,0.15,True,False,False
0,cstr,linear_narx,disagreement_only,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.6,0.6,0.5833333333333334,60,35,71,0.143442842611772,0.1764222199682793,0.15,True,False,False
0,cstr,linear_narx,disagreement_only,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.8,0.8,0.6375,80,51,71,0.1494422822092464,0.1854038389348892,0.15,True,False,False
0,cstr,linear_narx,disagreement_only,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,1.0,1.0,0.71,100,71,71,0.1566345935543749,0.0,0.15,True,False,False
0,cstr,linear_narx,invariant_only,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.05,0.05,0.0,5,0,71,0.0742318316817627,0.1609715810213545,0.15,True,False,False
0,cstr,linear_narx,invariant_only,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.1,0.1,0.0,10,0,71,0.0714837632368471,0.1660957969229892,0.15,True,False,False
0,cstr,linear_narx,invariant_only,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.2,0.2,0.0,20,0,71,0.0920832636758942,0.1727724260239951,0.15,True,False,False
0,cstr,linear_narx,invariant_only,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.4,0.4,0.3,40,12,71,0.1155966889847524,0.1839931966007899,0.15,True,False,False
0,cstr,linear_narx,invariant_only,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.6,0.6,0.5166666666666667,60,31,71,0.1389674591929938,0.1831352950964467,0.15,True,False,False
0,cstr,linear_narx,invariant_only,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.8,0.8,0.6375,80,51,71,0.150917058460234,0.1795047339309386,0.15,True,False,False
0,cstr,linear_narx,invariant_only,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,1.0,1.0,0.71,100,71,71,0.1566345935543749,0.0,0.15,True,False,False
0,cstr,linear_narx,repair_only,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.05,0.05,0.8,5,4,71,0.150365128268628,0.1569645654115195,0.15,True,False,False
0,cstr,linear_narx,repair_only,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.1,0.1,0.8,10,8,71,0.1466993398322876,0.1577385106346069,0.15,True,False,False
0,cstr,linear_narx,repair_only,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.2,0.2,0.75,20,15,71,0.1545854526900996,0.1571468787704438,0.15,True,False,False
0,cstr,linear_narx,repair_only,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.4,0.4,0.7,40,28,71,0.1503346107200247,0.1608345821106085,0.15,True,False,False
0,cstr,linear_narx,repair_only,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.6,0.6,0.7166666666666667,60,43,71,0.1541662616525685,0.1603370914070845,0.15,True,False,False
0,cstr,linear_narx,repair_only,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.8,0.8,0.75,80,60,71,0.1577294510199511,0.1522551636920703,0.15,True,False,False
0,cstr,linear_narx,repair_only,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,1.0,1.0,0.71,100,71,71,0.156634593554375,0.0,0.15,True,False,False
0,cstr,linear_narx,combined_linear,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.05,0.05,0.2,5,1,71,0.0984793734238137,0.1596953946138782,0.15,True,False,False
0,cstr,linear_narx,combined_linear,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.1,0.1,0.3,10,3,71,0.1139103809903588,0.1613817282837101,0.15,True,False,False
0,cstr,linear_narx,combined_linear,combined_feed_and_cooling_shift,combined_feed_and_cooling_shift,0.2,0.2,0.35,20,7,71,0.1154145299606922,0.1669396094527956,0.15,True,False,False
